DrugBank ID,Names
DB07584,"['n-[2-(5-methyl-4h-1,2,4-triazol-3-yl)phenyl]-7h-pyrrolo[2,3-d]pyrimidin-4-amine', '']"
DB07585,"['5-(5-chloro-7h-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1h-imidazo[4,5-c]pyridine', '']"
DB07586,"[""5-(4-methyl-benzoylamino)-biphenyl-3,4'-dicarboxylic acid 3-dimethylamide-4'-hydroxyamide"", '']"
DB07587,"['n-(1-cyanocyclopropyl)-3-({[(2s)-5-oxopyrrolidin-2-yl]methyl}sulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]-l-alaninamide', '']"
DB07588,"['3,4-di-1h-indol-3-yl-1h-pyrrole-2,5-dicarboxylic acid', '']"
DB07589,"['n-[1-(aminomethyl)cyclopropyl]-3-(benzylsulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-hydroxyphenyl)ethyl]-l-alaninamide', '']"
DB07590,"['s-[3-(3,4-dichlorophenyl)-3-oxopropyl]-l-cysteine', '']"
DB07591,"['n1-cyclopentyl-n2-(thiazol-2-yl)oxalamide', '']"
DB07592,"['(2r)-3-methyl-1-phenyl-2-butanyl [(2s)-1-oxo-2-hexanyl]carbamate', '']"
DB07593,"['1-(phenylmethyl)cyclopentyl[(1s)-1-formylpentyl]carbamate', '']"
DB07594,"['4-[4-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-methyl-1h-pyrazol-5-yl]-6-ethylbenzene-1,3-diol', '']"
DB07595,"['(5z)-5-(3-bromocyclohexa-2,5-dien-1-ylidene)-n-(pyridin-4-ylmethyl)-1,5-dihydropyrazolo[1,5-a]pyrimidin-7-amine', '']"
DB07596,"['(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate', '']"
DB07597,"['cis-(1r,2s)-2-amino-1,2,3,4-tetrahydronaphthalen-1-ol', '']"
DB07598,"['2,3,6a,7,8,9-hexahydro-11h-[1,4]dioxino[2,3-g]pyrrolo[2,1-b][1,3]benzoxazin-11-one', '']"
DB07599,"['[(2-amino-alpha-methoxyimino-4-thiazolylacetyl)amino]methylboronic acid', '']"
DB07601,"['4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol', '']"
DB07602,"['s-{3-[(4-anilinoquinazolin-6-yl)amino]-3-oxopropyl}-l-cysteine', '']"
DB07603,"['n-hexanoyl-l-homocysteine', '']"
DB07604,"[""(6ar,11as,11br)-10-acetyl-9-hydroxy-7,7-dimethyl-2,6,6a,7,11a,11b-hexahydro-11h-pyrrolo[1',2':2,3]isoindolo[4,5,6-cd]indol-11-one"", '']"
DB07605,"['2-({4-[(5-chloro-1h-indol-2-yl)sulfonyl]piperazin-1-yl}carbonyl)thieno[3,2-b]pyridine 4-oxide', '']"
DB07606,"['6-(3,4-dihydroxybenzyl)-3-ethyl-1-(2,4,6-trichlorophenyl)-1h-pyrazolo[3,4-d]pyrimidin-4(5h)-one', '']"
DB07607,"['4-[5-(3-iodo-phenyl)-2-(4-methanesulfinyl-phenyl)-1h-imidazol-4-yl]-pyridine', '']"
DB07608,"['n-(5-{[(2s)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1h-indazol-3-yl)benzamide', '']"
DB07609,"['n,n-dimethyl(5-(pyridin-3-yl)furan-2-yl)methanamine', '']"
DB07610,"['naphthalene-1,2-diol', '']"
DB07611,"['decane-1-thiol', '']"
DB07612,"['6-(3-aminophenyl)-n-(tert-butyl)-2-(trifluoromethyl)quinazolin-4-amine', '']"
DB07613,"['3-phenyl-5-(1h-pyrazol-3-yl)isoxazole', '']"
DB07614,"['phenyl-5-(1h-pyrazol-3-yl)-1,3-thiazole', '']"
DB07615,"['tranilast', 'n-(3,4-dimethoxycinnamoyl)anthranilic acid', 'tranilast', 'tranilastum']"
DB07616,"['4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid', '']"
DB07617,"['n-methyl(5-(pyridin-3-yl)furan-2-yl)methanamine', '']"
DB07618,"['2-(4-(aminomethyl)piperidin-1-yl)-n-(3_cyclohexyl-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)acetamide', '']"
DB07619,"['n-cyclopropyl-n-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide', '']"
DB07620,"['2-[(2,4-dichloro-5-methylphenyl)sulfonyl]-1,3-dinitro-5-(trifluoromethyl)benzene', '']"
DB07621,"['(5-(pyridin-3-yl)furan-2-yl)methanamine', '']"
DB07622,"['1-(3-(2,4-dimethylthiazol-5-yl)-4-oxo-2,4-dihydroindeno[1,2-c]pyrazol-5-yl)-3-(4-methylpiperazin-1-yl)urea', '']"
DB07623,"[""4,4'-dipyridyl disulfide"", '']"
DB07624,"['1-{[(3r)-3-methyl-4-({4-[(1s)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide', '']"
DB07625,"['4-(2-aminoethoxy)-n-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide', '']"
DB07626,"['4-(2-aminoethoxy)-n-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide', '']"
DB07627,"['(2s)-4-methyl-2-(3-phenylthioureido)-n-((3s)-tetrahydro-2-hydroxy-3-furanyl)pentanamide', '']"
DB07628,"[""6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5h-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one"", '']"
DB07629,"['n-((1r,2s)-2-(5-chloro-1h-indole-2-carboxamido)cyclohexyl)-5-methyl-4,5,6,7-tetrahydrothiazolo[5,4-c]pyridine-2-carboxamide', '']"
DB07630,"['n-((1r,2r)-2-(5-chloro-1h-indole-2-carboxamido)cyclohexyl)-5-methyl-4,5,6,7-tetrahydrothiazolo[5,4-c]pyridine-2-carboxamide', '']"
DB07631,"['n-dodecyl-n,n-dimethylglycinate', '']"
DB07632,"['5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide', '']"
DB07633,"['octyl 3-deoxy-2-o-(6-deoxy-alpha-l-galactopyranosyl)-beta-d-xylo-hexopyranoside', '']"
DB07634,"['(2,6-dimethyl-phenoxy)-acetic acid', '']"
DB07635,"['bis(4-hydroxyphenyl)methanone', '']"
DB07636,"['5-heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione', '']"
DB07637,"['dibromotyrosine', '3,5-dibromo-l-tyrosine']"
DB07638,"['(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol', '']"
DB07639,"['3-(7-diaminomethyl-naphthalen-2-yl)-propionic acid ethyl ester', '']"
DB07640,"['2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione', '']"
DB07641,"['decyl(dimethyl)phosphine oxide', '']"
DB07642,"['5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine', '']"
DB07643,"['5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine', '']"
DB07644,"['5-[(1s)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine', '']"
DB07645,"['sebacic acid', '']"
DB07646,"['undecylamine-n,n-dimethyl-n-oxide', '']"
DB07647,"['(2r)-1-[(5,6-diphenyl-7h-pyrrolo[2,3-d]pyrimidin-4-yl)amino]propan-2-ol', '']"
DB07648,"['(2r)-3-{[(4z)-5,6-diphenyl-6,7-dihydro-4h-pyrrolo[2,3-d]pyrimidin-4-ylidene]amino}propane-1,2-diol', '']"
DB07649,"['(3r,4s)-1-[(4-amino-5h-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol', '']"
DB07650,"['decyl formate', '']"
DB07651,"['n-acetyl-l-phenylalanyl-4-[difluoro(phosphono)methyl]-l-phenylalaninamide', '']"
DB07652,"[""1-[2-deoxyribofuranosyl]-2,4-difluoro-5-methyl-benzene-5'monophosphate"", '']"
DB07653,"['n-(5,6-diphenylfuro[2,3-d]pyrimidin-4-yl)glycine', '']"
DB07654,"['(5,6-diphenyl-furo[2,3-d]pyrimidin-4-ylamino)-acetic', '']"
DB07655,"['3-amino-3-benzyl-[4.3.0]bicyclo-1,6-diazanonan-2-one', '']"
DB07657,"['phosphonic acid 2-dodecanoylamino-hexyl ester propyl ester', '']"
DB07658,"['ac-(d)phe-pro-borolys-oh', '']"
DB07659,"['ac-(d)phe-pro-borohomolys-oh', '']"
DB07660,"['ac-(d)phe-pro-borohomoornithine-oh', '']"
DB07661,"['1,6-dihydroxy naphthalene', '']"
DB07662,"['n-[4-(3-bromo-phenylamino)-quinazolin-6-yl]-acrylamide', '']"
DB07663,"['2-[(1r)-1-carboxy-2-(4-hydroxyphenyl)ethyl]-1,3-dioxoisoindoline-5-carboxylic acid', '']"
DB07664,"['5-amino-3-{[4-(aminosulfonyl)phenyl]amino}-n-(2,6-difluorophenyl)-1h-1,2,4-triazole-1-carbothioamide', '']"
DB07665,"['n-[2-(carbamimidamidooxy)ethyl]-2-{6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl}acetamide', '']"
DB07666,"['(3r,4s)-1-{6-[3-(methylsulfonyl)phenyl]pyrimidin-4-yl}-4-(2,4,5-trifluorophenyl)pyrrolidin-3-amine', '']"
DB07667,"[""2-((3',5'-dimethyl-4'-hydroxyphenyl)azo)benzoic acid"", '']"
DB07668,"['3-(4-diethylamino-2-hydroxy-phenyl)-2-methyl-propionic acid', '']"
DB07669,"['2,3-dimethyl-1,4-naphthoquinone', '']"
DB07670,"['4-methyl-n-methyl-n-(2-phenyl-2h-pyrazol-3-yl)benzenesulfonamide', '']"
DB07671,"['2-[1-methylhexyl]-4,6-dinitrophenol', '']"
DB07672,"['trans-2-(dimethylphenylsilyl)-piperidine-n-oxide', '']"
DB07673,"['deamino-methyl-phenylalanine', '']"
DB07674,"['o,o-diethyl hydrogen thiophosphate', '']"
DB07675,"['(2s)-2-ethoxy-3-{4-[2-(10h-phenoxazin-10-yl)ethoxy]phenyl}propanoic acid', '']"
DB07676,"[""3-({[(3s)-3,4-dihydroxybutyl]oxy}amino)-1h,2'h-2,3'-biindol-2'-one"", '']"
DB07677,"['2-methyl-3,5,7,8-tetrahydro-4h-thiopyrano[4,3-d]pyrimidin-4-one', '']"
DB07678,"['(9alpha,13beta,17beta)-2-[(1z)-but-1-en-1-yl]estra-1,3,5(10)-triene-3,17-diol', '']"
DB07679,"['(9s,12s)-9-(1-methylethyl)-7,10-dioxo-2-oxa-8,11-diazabicyclo[12.2.2]octadeca-1(16),14,17-triene-12-carboxylic acid', '']"
DB07680,"['[(1s)-1-(5-chloro-1-benzothien-3-yl)-2-(2-naphthylamino)-2-oxoethyl]phosphonic acid', '']"
DB07681,"['dodecanesulfonate ion', '']"
DB07683,"['n-(dibenzo[b,d]thiophen-3-ylsulfonyl)-l-valine', '']"
DB07684,"['5-(dimethylamino)-2-naphthalenesulfonic acid', '']"
DB07685,"['4-{[5-(cyclohexylmethoxy)[1,2,4]triazolo[1,5-a]pyrimidin-7-yl]amino}benzenesulfonamide', '']"
DB07686,"['4-{[5-(cyclohexylamino)[1,2,4]triazolo[1,5-a]pyrimidin-7-yl]amino}benzenesulfonamide', '']"
DB07687,"['4-({5-[(4-aminocyclohexyl)amino][1,2,4]triazolo[1,5-a]pyrimidin-7-yl}amino)benzenesulfonamide', '']"
DB07688,"['4-{[5-(cyclohexyloxy)[1,2,4]triazolo[1,5-a]pyrimidin-7-yl]amino}benzenesulfonamide', '']"
DB07689,"['methyl 1-(4-{[(2,4-diaminopteridin-6-yl)methyl]amino}benzoyl)piperidine-4-carboxylate', '']"
DB07691,"['2-({[3-(3,4-dihydroisoquinolin-2(1h)-ylsulfonyl)phenyl]carbonyl}amino)benzoic acid', '']"
DB07692,"['1-[(2,6-difluorophenyl)sulfonyl]-4-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)piperazine', '']"
DB07693,"['n-(3,5-dibromo-4-hydroxyphenyl)-2,6-dimethylbenzamide', '']"
DB07694,"['2,5-dichloro-n-(3,5-dibromo-4-hydroxyphenyl)benzamide', '']"
DB07695,"['n-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide', '']"
DB07696,"['methyl (3s)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate', '']"
DB07697,"['1-(2,3-dihydro-1,4-benzodioxin-6-ylsulfonyl)-4-[(4-methoxyphenyl)sulfonyl]piperazine', '']"
DB07698,"['3-(3-aminophenyl)-n-(3-chlorophenyl)pyrazolo[1,5-a]pyrimidin-5-amine', '']"
DB07700,"[""3-carboxamido-1,3,5(10)-estratrien-17(r)-spiro-2'(5',5'-dimethyl-6'oxo)tetrahydropyran"", '']"
DB07701,"['1-benzyl-4-[(5,6-dimethoxy-1-indanon-2-yl)methyl]piperidine', '']"
DB07702,"['17alpha-estriol', '']"
DB07703,"['(3r,4s,5s,7r,9e,11r,12r)-12-ethyl-4-hydroxy-3,5,7,11-tetramethyloxacyclododec-9-ene-2,8-dione', '']"
DB07704,"['6-amino-4-[2-(4-methoxyphenyl)ethyl]-1,7-dihydro-8h-imidazo[4,5-g]quinazolin-8-one', '']"
DB07705,"['1-[(2s)-2-[(4-chlorobenzyl)oxy]-2-(2,4-dichlorophenyl)ethyl]-1h-imidazole', '']"
DB07706,"['2-hydroxyestradiol', '(17β)-estra-1,3,5(10)-triene-2,3,17-triol', '2-hydroxy-17beta-estradiol', '2-hydroxy-17β-estradiol', '2-hydroxyestradiol-17beta', '2-oh-estradiol']"
DB07707,"['(9beta,11alpha,13alpha,14beta,17alpha)-11-(methoxymethyl)estra-1(10),2,4-triene-3,17-diol', '']"
DB07708,"['3-chloro-2-(4-hydroxyphenyl)-2h-indazol-5-ol', '']"
DB07710,"['phenylalanylaminodi(ethyloxy)ethyl benzenesulfonamideaminocarbonylbenzenesulfonamide', '']"
DB07711,"['(2s,3r)-3-(6-amino-9h-purin-9-yl)nonan-2-ol', '']"
DB07712,"['3-ethyl-2-(4-hydroxyphenyl)-2h-indazol-5-ol', '']"
DB07713,"[""(1s)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid"", '']"
DB07714,"['6-(3-methyl-1,4-dioxo-1,4-dihydronaphthalen-2-yl)hexanoic acid', '']"
DB07715,"['emodin', '1,3,8-trihydroxy-6-methyl-9,10-anthracenedione', '1,3,8-trihydroxy-6-methyl-9,10-anthraquinone', 'schuttgelb']"
DB07716,"['(4z)-2,8:7,12:11,15:14,18:17,22-pentaanhydro-4,5,6,9,10,13,19,20,21-nonadeoxy-d-arabino-d-allo-d-allo-docosa-4,9,20-trienitol', '']"
DB07717,"['(5s,8r,9s,10s,13r,14s,17s)-13-{2-[(3,5-difluorobenzyl)oxy]ethyl}-17-hydroxy-10-methylhexadecahydro-3h-cyclopenta[a]phenanthren-3-one', '']"
DB07718,"['3-(4-hydroxy-phenyl)pyruvic acid', '']"
DB07719,"['[(3r)-3-(methylcarbamoyl)-2-{[(2-methyl-2-propanyl)oxy]carbonyl}-1,2,3,4-tetrahydro-7-isoquinolinyl]sulfamic acid', '']"
DB07720,"['epibatidine', '(+)-epibatidine', '(1r,2r,4s)-epibatidine']"
DB07721,"['diethyl 4-methoxyphenyl phosphate', '']"
DB07722,"['3-(4-nitro-phenoxy)-propan-1-ol', '']"
DB07723,"['3-(5-methoxy-1h-indol-3-yl)propanoic acid', '']"
DB07724,"['indeglitazar', '']"
DB07726,"['2-tert-butylbenzene-1,4-diol', '']"
DB07728,"['2-[2-(2-fluorophenyl)pyridin-4-yl]-1,5,6,7-tetrahydro-4h-pyrrolo[3,2-c]pyridin-4-one', '']"
DB07729,"['3-fluoro-n-[3-(1h-tetrazol-5-yl)phenyl]benzamide', '']"
DB07730,"['5-(3-hydroxyphenyl)isothiazol-3(2h)-one 1,1-dioxide', '']"
DB07731,"['4-[(e)-(3,5-diamino-1h-pyrazol-4-yl)diazenyl]phenol', '']"
DB07732,"['2-[(2-naphthylsulfonyl)amino]ethyl dihydrogen phosphate', '']"
DB07733,"['1-methyl-3-trifluoromethyl-1h-thieno[2,3-c]pyrazole-5-carboxylic acid (2-mercapto-ethyl)-amide', '']"
DB07734,"['n-(1-benzylpiperidin-4-yl)-4-sulfanylbutanamide', '']"
DB07735,"['n-[1-(2,6-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide', '']"
DB07736,"['(2s)-4-(4-fluorobenzyl)-n-(2-sulfanylethyl)piperazine-2-carboxamide', '']"
DB07737,"['(2s)-4-(4-fluorobenzyl)-n-(3-sulfanylpropyl)piperazine-2-carboxamide', '']"
DB07738,"['n-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide', '']"
DB07739,"['(3r)-3-(fluoromethyl)-7-(thiomorpholin-4-ylsulfonyl)-1,2,3,4-tetrahydroisoquinoline', '']"
DB07740,"['(7r,12r,13r)-13-formyl-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoic acid', '']"
DB07741,"['4-(1r,3as,4r,8as,8br)-[1-difluoromethyl-2-(4-fluorobenzyl)-3-oxodecahydropyrrolo[3,4-a]pyrrolizin-4-yl]benzamidine', '']"
DB07742,"['n-(2,3-difluoro-benzyl)-4-sulfamoyl-benzamide', '']"
DB07743,"['s-[5-(trifluoromethyl)-4h-1,2,4-triazol-3-yl] 5-(phenylethynyl)furan-2-carbothioate', '']"
DB07744,"['z-val-ala-asp fluoromethyl ketone', 'n-[(benzyloxy)carbonyl]-l-valyl-n-[(2s)-1-carboxy-4-fluoro-3-oxo-2-butanyl]-l-alaninamide', 'z-vad-fmk']"
DB07745,"['2-{[4-(trifluoromethoxy)benzoyl]amino}ethyl dihydrogen phosphate', '']"
DB07746,"['3-ethyl-6-{[(4-fluorophenyl)sulfonyl]amino}-2-methylbenzoic acid', '']"
DB07747,"['(3r)-n-(4-chlorophenyl)-3-(hydroxymethyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide', '']"
DB07748,"['2-({[4-(trifluoromethoxy)phenyl]sulfonyl}amino)ethyl dihydrogen phosphate', '']"
DB07749,"['2-acetylamino-4-methyl-pentanoic acid (1-formyl-2-phenyl-ethyl)-amide', '']"
DB07750,"['(2r)-1-[4-({4-[(2,5-dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol', '']"
DB07751,"['(2s)-1-[4-({6-[(2,6-difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol', '']"
DB07753,"[""3',5'-difluorobiphenyl-4-carboxylic acid"", '']"
DB07754,"['n-({(1r)-1-carboxy-2-[(4-fluorobenzyl)sulfanyl]ethyl}carbamoyl)-l-glutamic acid', '']"
DB07755,"['(2s)-1-[4-({4-[(2,5-dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol', '']"
DB07756,"['1-[3-({[(4-amino-5-fluoro-2-methylquinolin-3-yl)methyl]thio}methyl)phenyl]-2,2,2-trifluoroethane-1,1-diol', '']"
DB07757,"['(9as)-4-bromo-9a-butyl-7-hydroxy-1,2,9,9a-tetrahydro-3h-fluoren-3-one', '']"
DB07758,"['5-(2,5-dichlorophenyl)-2-furoic acid', '']"
DB07759,"['5-[2-(trifluoromethyl)phenyl]-2-furoic acid', '']"
DB07760,"['3-[(1e,7e)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid', '']"
DB07761,"['(2r)-1-[4-({6-[(2,6-difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol', '']"
DB07762,"['4-(n-acetylamino)-3-[n-(2-ethylbutanoylamino)]benzoic acid', '']"
DB07763,"['(5s)-3-anilino-5-(2,4-difluorophenyl)-5-methyl-1,3-oxazolidine-2,4-dione', '']"
DB07764,"['fluorescin', '']"
DB07765,"['methyl 1-(4-{[(2,4-diaminopteridin-6-yl)methyl](methyl)amino}benzoyl)piperidine-4-carboxylate', '']"
DB07766,"[""(2z,3e)-2,3'-biindole-2',3(1h,1'h)-dione 3-{o-[(3r)-3,4-dihydroxybutyl]oxime}"", '']"
DB07767,"['ferulic acid', '']"
DB07768,"['epitestosterone', '(17-alpha)-17-hydroxyandrost-4-en-3-one', '17-alpha-hydroxyandrost-4-en-3-one', '17-alpha-testosterone', '17-epitestosterone', '17alpha-cis-testosterone', 'cis-testosterone', 'isotestosterone']"
DB07769,"['s-3-(4-fluorophenoxy)-2-hydroxy-2-methyl-n-[4-nitro-3-(trifluoromethyl)phenyl]propanamide', '']"
DB07770,"['5-(4-fluorophenyl)-3-{[(4-methylphenyl)sulfonyl]amino}thiophene-2-carboxylic acid', '']"
DB07771,"['[(3,7,11-trimethyl-dodeca-2,6,10-trienyloxycarbamoyl)-methyl]-phosphonic acid', '']"
DB07772,"[""(1r)-1-{[(4'-methoxy-1,1'-biphenyl-4-yl)sulfonyl]amino}-2-methylpropylphosphonic acid"", '']"
DB07773,"['5-fluoroindole propanol phosphate', '']"
DB07775,"[""3',5'-dibromo-2',4,4',6'-tetrahydroxy aurone"", '']"
DB07776,"['flavone', '2-phenyl-4-benzopyron', '2-phenyl-4-chromone', '2-phenyl-4h-1-benzopyran-4-one', '2-phenyl-4h-benzopyran-4-one', '2-phenyl-γ-benzopyrone', '2-phenylbenzopyran-4-one', '2-phenylchromone', 'flavon']"
DB07778,"['famoxadone', '']"
DB07779,"['n-({(2s)-1-[(3r)-3-amino-4-(2-fluorophenyl)butanoyl]pyrrolidin-2-yl}methyl)benzamide', '']"
DB07780,"['farnesyl diphosphate', '(2e,6e)-farnesol diphosphate', '(2e,6e)-farnesyl diphosphate', '(2e,6e)-farnesyl pyrophosphate', '(all-e)-farnesyl diphosphate', '(e,e)-farnesyl pyrophosphate', '2-trans,6-trans-farnesyl diphosphate', 'all-trans-farnesyl pyrophosphate', 'farnesyl pyrophosphate']"
DB07781,"[""n-[[3-fluoro-4-ethoxy-pyrid-2-yl]ethyl]-n'-[5-nitrilomethyl-pyridyl]-thiourea"", '']"
DB07782,"['4-amino-2-trifluoromethyl-5-hydroxymethylpyrimidine pyrophosphate', '']"
DB07783,"['1-((1r)-1-(hydroxymethyl)-3-{6-[(3-phenylpropanoyl)amino]-1h-indol-1-yl}propyl)-1h-imidazole-4-carboxamide', '']"
DB07784,"['[4-(4-acetylamino-phenyl)-3,5-dioxo-4-aza-tricyclo[5.2.2.0 2,6]undec-1-ylcarbamoyloxy]-acetic acid', '']"
DB07785,"['1-{(1r,2s)-2-hydroxy-1-[2-(2-naphthyloxy)ethyl]propyl}-1h-imidazone-4-carboxamide', '']"
DB07786,"['1-((1r,2s)-1-{2-[2-(4-chlorophenyl)-1,3-benzoxazol-7-yl]ethyl}-2-hydroxypropyl)-1h-imidazole-4-carboxamide', '']"
DB07787,"['5-fluoro-1-[4-(4-phenyl-3,6-dihydropyridin-1(2h)-yl)butyl]quinazoline-2,4(1h,3h)-dione', '']"
DB07788,"['(3r,5z,8s,9s,11e)-8,9,16-trihydroxy-14-methoxy-3-methyl-3,4,9,10-tetrahydro-1h-2-benzoxacyclotetradecine-1,7(8h)-dione', '']"
DB07789,"['1-[5-methyl-2-(trifluoromethyl)furan-3-yl]-3-[(2z)-5-(2-{[6-(1h-1,2,4-triazol-3-ylamino)pyrimidin-4-yl]amino}ethyl)-1,3-thiazol-2(3h)-ylidene]urea', '']"
DB07790,"['n-(2-methoxyethyl)-4-({4-[2-methyl-1-(1-methylethyl)-1h-imidazol-5-yl]pyrimidin-2-yl}amino)benzenesulfonamide', '']"
DB07791,"['4-{[4-(1-cyclopropyl-2-methyl-1h-imidazol-5-yl)pyrimidin-2-yl]amino}-n-methylbenzenesulfonamide', '']"
DB07792,"['(s)-2-chloro-n-(1-(2-(2-hydroxyethylamino)-2-oxoethyl)-2-oxo-1,2,3,4-tetrahydroquinolin-3-yl)-6h-thieno[2,3-b]pyrrole-5-carboxamide', '']"
DB07793,"['(2s)-n-[(3s)-1-(2-amino-2-oxoethyl)-2-oxo-1,2,3,4-tetrahydroquinolin-3-yl]-2-chloro-2h-thieno[2,3-b]pyrrole-5-carboxamide', '']"
DB07794,"['5-(2-phenylpyrazolo[1,5-a]pyridin-3-yl)-1h-pyrazolo[3,4-c]pyridazin-3-amine', '']"
DB07795,"['fisetin', '2-(3,4-dihydroxyphenyl)-3,7-dihydroxy-4h-1-benzopyran-4-one', ""3,3',4',7-tetrahydroxyflavone"", ""3,7,3',4'-tetrahydroxyflavone"", '5-desoxyquercetin', ""7,3',4'-trihydroxyflavonol""]"
DB07796,"['(3asr,4rs,8asr,8brs)-4-(2-(4-fluorobenzyl)-1,3-dioxodeacahydropyrrolo[3,4-a] pyrrolizin-4-yl)benzamidine', '']"
DB07797,"[""n-[[3-fluoro-4-ethoxy-pyrid-2-yl]ethyl]-n'-[5-chloro-pyridyl]-thiourea"", '']"
DB07798,"['(3r)-3-(fluoromethyl)-n-(3,3,3-trifluoropropyl)-1,2,3,4-tetrahydroisoquinoline-7-sulfonamide', '']"
DB07800,"['n-(2-(((5-chloro-2-pyridinyl)amino)sulfonyl)phenyl)-4-(2-oxo-1(2h)-pyridinyl)benzamide', '']"
DB07801,"['n-butyl-3-{[6-(9h-purin-6-ylamino)hexanoyl]amino}benzamide', '']"
DB07802,"['3,8-dibromo-7-hydroxy-4-methyl-2h-chromen-2-one', '']"
DB07803,"['2-phenyl-1h-imidazole-4-carboxylic acid', '']"
DB07804,"['5-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}-1h-1,2,4-triazole-3-sulfonamide', '']"
DB07805,"['3-chloro-2,2-dimethyl-n-[4-(trifluoromethyl)phenyl]propanamide', '']"
DB07806,"['(2r,4s)-2-[(r)-benzylcarbamoyl-phenylacetyl-methyl]-5,5-dimethyl-thiazolidine-4-carboxylic acid', '']"
DB07807,"['(3r,4r,5r)-5-(hydroxymethyl)-1-(3-phenylpropyl)piperidine-3,4-diol', '']"
DB07808,"['(1s,2r)-2-[(2,5-difluorophenyl)carbamoyl]cyclopropanecarboxylic acid', '']"
DB07809,"['4-({[4-(3-methylbenzoyl)pyridin-2-yl]amino}methyl)benzenecarboximidamide', '']"
DB07810,"['3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one', '']"
DB07811,"[""n-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide"", '']"
DB07812,"['n-[(1s)-2-amino-1-phenylethyl]-5-(1h-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide', '']"
DB07813,"['glycylalanyl-n-2-naphthyl-l-prolineamide', '']"
DB07814,"['gibberellic acid', '(+)-gibberellic acid', 'ga3', 'gibberellic acid ga3', 'gibberellin', 'gibberellin 3', 'gibberellin a3']"
DB07815,"['gibberellin a4', '']"
DB07816,"[""n-(p-cyanophenyl)-n'-diphenylmethyl-guanidine-acetic acid"", '']"
